
FID,name,nbhd_id,abbreviation,narrative,edit_date,edit_by,shape
coa_asheville_neighborhoods.244,Albemarle Park,NBHD1,,,,,"""{'type':'MultiPolygon','coordinates':[[[[-82.54627273554767,35.6066181311216],[-82.54629281072353,35.606619721632704],[-82.54620790194504,35.60727892877011],[-82.54614661240984,35.60795182239107],[-82.54603150777092,35.609204032788135],[-82.54569377585103,35.60922703301966],[-82.54480512524835,35.60918345789897],[-82.54457087269424,35.60919029155526],[-82.54332178485355,35.60930043527009],[-82.54257367713734,35.609108627592455],[-82.54225675564074,35.609081039215],[-82.54191149318666,35.60902482258861],[-82.54150542209251,35.60902192465948],[-82.54150929618284,35.60890395446937],[-82.54029914046838,35.6088729528129],[-82.54015370159784,35.608435186230416],[-82.54016882824097,35.60836844992894],[-82.54084291612808,35.60831195198484],[-82.54097483668957,35.6082344379037],[-82.54103339405378,35.60812959374693],[-82.54100155161007,35.60802002423385],[-82.54082262714536,35.60784843095648],[-82.54058293152423,35.60773019856766],[-82.54008711285256,35.607324749105594],[-82.54001053681608,35.60722384249366],[-82.54008004149377,35.60716288170099],[-82.5409352552643,35.60691693840638],[-82.54095554317064,35.60696793750726],[-82.54435761059572,35.60712268855937],[-82.54442848710097,35.6069628859268],[-82.54444834868207,35.60691108844242],[-82.54496352587746,35.60690208728604],[-82.54504107542017,35.606843552107534],[-82.54561956606184,35.6068686266248],[-82.54560486200204,35.60653256535253],[-82.54610979613854,35.60660367082203],[-82.54627273554767,35.6066181311216]]]]}"""
coa_asheville_neighborhoods.238,Austin Ave,NBHD38,,,2014-12-22T14:56:00,ASHEVILLE\stephanieosbourn                                                                          ,"""{'type':'MultiPolygon','coordinates':[[[[-82.55219531038048,35.61206207922552],[-82.5522054400752,35.611977042448],[-82.55233941180556,35.61199341930121],[-82.55234299394967,35.61188621865829],[-82.55227995895929,35.6118784302306],[-82.55226694591965,35.61174070237255],[-82.55225266396484,35.611601995114746],[-82.55256508723382,35.61161996646023],[-82.552588164594,35.61121005943321],[-82.55247976683178,35.611090000898805],[-82.55200140022606,35.61081818808845],[-82.55201817696786,35.61062475430077],[-82.55202658291381,35.6105278342165],[-82.55203641296039,35.61041449405058],[-82.55205477538043,35.6102027616835],[-82.55207225516695,35.61000123377133],[-82.55207290913036,35.609993676921064],[-82.55208652273446,35.60983671368821],[-82.552098259748,35.609701369520096],[-82.55209958471998,35.60968609116464],[-82.55211129003533,35.609551133078185],[-82.55212337486003,35.60941178300929],[-82.55213537928444,35.60927337064412],[-82.55209219526726,35.60918404396022],[-82.55220540599505,35.6090722355373],[-82.55229584987597,35.60898611555162],[-82.5524089881088,35.60887838624116],[-82.55241124261885,35.60884944383074],[-82.55242635052909,35.60865541281617],[-82.55244516242088,35.608413805674346],[-82.55244649074841,35.60834335518426],[-82.55283812263285,35.6083507679514],[-82.55307455494035,35.60835691324922],[-82.55346937551023,35.608373174482345],[-82.55414840580393,35.608383126161606],[-82.55416359925573,35.60843050644489],[-82.55436897741446,35.60906978874991],[-82.55459993540669,35.60981366559846],[-82.55474011439979,35.610275569197476],[-82.5548905143008,35.610750189351656],[-82.55509485983659,35.61140003920317],[-82.55513226622354,35.61155722443585],[-82.55515463427312,35.611674585302794],[-82.5551783816574,35.61195886260541],[-82.55518471721754,35.61220876880219],[-82.55518311331709,35.61248433739581],[-82.55516839995343,35.612716484959606],[-82.55516840822611,35.61271648551487],[-82.55516783997301,35.612724729073825],[-82.55516288247382,35.612796649001886],[-82.55516064767006,35.61282700823216],[-82.55514458163911,35.61304526156076],[-82.55513839793961,35.613129235244905],[-82.5551201416214,35.613330416248395],[-82.55512007199067,35.61333118341595],[-82.5550222890873,35.61331623571903],[-82.55488207710887,35.61330665159899],[-82.55447021250336,35.6132784978586],[-82.55428452076411,35.61326580259933],[-82.55411761542639,35.6132543921852],[-82.553952557032,35.61324310883556],[-82.55378185294869,35.613231440149704],[-82.55361384095137,35.61321995226961],[-82.55344977418117,35.61320873485921],[-82.55327792690952,35.61319698706246],[-82.55310670113558,35.61318527949206],[-82.5529354122626,35.613173568083425],[-82.5525909225111,35.613150013802155],[-82.55249050024608,35.6131431480206],[-82.55232568817388,35.61313187781716],[-82.55218640606368,35.613122354118865],[-82.55201256590554,35.612918009069475],[-82.55193612772477,35.61282815627175],[-82.5517775514213,35.612641751350615],[-82.55171010637628,35.61256246904985],[-82.55163562144183,35.61251049694168],[-82.55162942887236,35.61250318092792],[-82.55165555082698,35.61247004173251],[-82.55159635210059,35.61239858554083],[-82.55198022094507,35.61218292102255],[-82.55202018689819,35.61216103188203],[-82.55213778016422,35.61209439991632],[-82.55219531038048,35.61206207922552]]]]}"""
coa_asheville_neighborhoods.207,Ballentree,NBHD21,,,2012-01-05T14:53:00,ASHEVILLE\stephanieosbourn                                                                          ,"""{'type':'MultiPolygon','coordinates':[[[[-82.50810891186241,35.515349735084605],[-82.50828022692856,35.51231714694022],[-82.50842415213936,35.51108125895772],[-82.50858049263128,35.51079528585801],[-82.5090433476109,35.51081280781279],[-82.51002410329444,35.510850880450064],[-82.51070112016215,35.51088469848973],[-82.511029287173,35.5108996976793],[-82.51132591494094,35.51090669317151],[-82.51173088993399,35.510916248083205],[-82.51190946796585,35.51092181485463],[-82.5120876877976,35.51092654337197],[-82.51234247476246,35.510933699247396],[-82.51267138022432,35.51094293617285],[-82.51278713182892,35.510946186823254],[-82.51293499746309,35.51095033923904],[-82.51322723491035,35.510958545079305],[-82.51355315240183,35.510967696464704],[-82.51365429452103,35.51097053458839],[-82.51448410063357,35.51099382854831],[-82.514898645563,35.51100546353071],[-82.5151669588241,35.51101319111645],[-82.5154322445929,35.51102101828951],[-82.51561394856448,35.51102637930003],[-82.51601407219624,35.51103806289936],[-82.51627060448848,35.51104557542333],[-82.51652780137663,35.51105310683115],[-82.51679882037041,35.51106104312249],[-82.51705974216014,35.511068682544895],[-82.5173280432059,35.5110765367218],[-82.51760244098152,35.5110845504313],[-82.51786876244158,35.51109228239616],[-82.51823994719187,35.511103112024294],[-82.51872970102562,35.51111739948461],[-82.51880455831484,35.51111571254804],[-82.51881713706099,35.51114124786388],[-82.520115571244,35.513293426650556],[-82.51873099144554,35.51497792544884],[-82.51530797089028,35.51475107604667],[-82.51521145510567,35.51564584702113],[-82.50810891186241,35.515349735084605]]]]}"""
coa_asheville_neighborhoods.1065,Beaverdam Run,NBHD69,,,2012-01-11T16:24:00,ASHEVILLE\stephanieosbourn                                                                          ,"""{'type':'MultiPolygon','coordinates':[[[[-82.52198973085747,35.64341535395788],[-82.52200282979868,35.64343759705831],[-82.52270415556161,35.64520548505586],[-82.52279840734651,35.64544241975238],[-82.52287618641842,35.6456808609674],[-82.52295249300552,35.6459181171986],[-82.52306742868528,35.64624844701914],[-82.5234615684342,35.64738120693769],[-82.52377028144677,35.64814378696278],[-82.52379108683688,35.64819517967517],[-82.52389031021272,35.6484832641476],[-82.52405529227912,35.64894306291141],[-82.52442034817413,35.65004464069288],[-82.52444314236611,35.650110112279926],[-82.52471218570751,35.65081831239235],[-82.52486362345178,35.65121693188661],[-82.52486865493123,35.65121674859044],[-82.52521293980726,35.652182433200046],[-82.52560183434612,35.65327321371521],[-82.5257894335326,35.653799385271675],[-82.52540162453451,35.65387529452839],[-82.52481934430281,35.653989267287294],[-82.52421444591965,35.65410766295945],[-82.52330887534332,35.65428490429918],[-82.52303806248825,35.654337907023944],[-82.52288873106518,35.654367133433496],[-82.52274271288165,35.654395711161406],[-82.52261135972398,35.654421418589614],[-82.5224914395666,35.654444888430774],[-82.52242293467827,35.65445829563674],[-82.52230680153846,35.654481024124664],[-82.52220894597572,35.65433692774249],[-82.52209038877474,35.65416234647846],[-82.52197680114925,35.65399508238489],[-82.52183560736502,35.653787165555755],[-82.5217304785027,35.653632355800084],[-82.52152153498741,35.65332466948056],[-82.52131129287777,35.653015068187486],[-82.52122348652142,35.652885764181306],[-82.5210802691339,35.652674860735175],[-82.5208937806523,35.652400233888066],[-82.52078169408152,35.652234776067345],[-82.52068313329212,35.65208765619861],[-82.52051096924258,35.65183066863713],[-82.5203644954569,35.65161202716461],[-82.52018723330686,35.651347426056674],[-82.52013257814612,35.65126584132971],[-82.52006826966762,35.65116984664058],[-82.51989137356854,35.6509057886139],[-82.51968624235622,35.65059958067976],[-82.51960007145539,35.65047094898322],[-82.51947837774712,35.6502892897653],[-82.51932201078118,35.650056345093006],[-82.51918058774753,35.64985062378372],[-82.51904622815096,35.64965517617212],[-82.51899308451578,35.649577869896675],[-82.51890257920525,35.64944621446899],[-82.51883679917637,35.64935052586637],[-82.51875709570669,35.64923458284779],[-82.51864763058995,35.64907534553573],[-82.5184820800206,35.64883452010981],[-82.51830924092815,35.64858309032137],[-82.51872262178777,35.64814296514991],[-82.51852959074202,35.647947634548686],[-82.51882401009989,35.647706922851306],[-82.51885807074756,35.64764299903636],[-82.51888104407762,35.64759988346975],[-82.51883442648796,35.64756337940735],[-82.51877512769465,35.64751694523257],[-82.51876246827815,35.647503342781945],[-82.51874330203897,35.64749191475528],[-82.5186931250637,35.647448883015855],[-82.51869964671155,35.64744560779352],[-82.51866666197213,35.64741612150081],[-82.51860986661892,35.64736534993983],[-82.51854217424139,35.64730483637569],[-82.51850664569716,35.647273075626686],[-82.51847369805382,35.647243622025016],[-82.5184458015184,35.64721868385864],[-82.51822761725673,35.64702363790982],[-82.51843508014103,35.64691219566803],[-82.51859833254281,35.646824501362154],[-82.51872413398023,35.64675274754466],[-82.51887215083453,35.6466786461627],[-82.51870776918713,35.646481599968865],[-82.5185473968025,35.64628935903473],[-82.5183274678066,35.64602572499988],[-82.51811798866909,35.645774418683814],[-82.51799500074836,35.64562687257144],[-82.51792957885866,35.64554838700988],[-82.51788469823643,35.645494544346604],[-82.51784686564287,35.645460999509886],[-82.51823565655887,35.64531175722101],[-82.51838250216802,35.64525977911933],[-82.51894392442726,35.64502636586743],[-82.519151579689,35.6449272847646],[-82.51977345487975,35.64460501354532],[-82.51999206257068,35.64448890895069],[-82.52043923671685,35.64425044411547],[-82.52121181395083,35.64383073077361],[-82.5216705566875,35.64358953966195],[-82.52182887822822,35.643499042176984],[-82.52198973085747,35.64341535395788]]]]}"""
coa_asheville_neighborhoods.249,Beverly Hills,NBHD30,,,2011-08-26T08:55:00,ASHEVILLE\davemichelson                                                                             ,"""{'type':'MultiPolygon','coordinates':[[[[-82.49621534917956,35.58934865374931],[-82.49522884440657,35.5886212798377],[-82.49439664548514,35.58801135346956],[-82.49438648089878,35.58798959596491],[-82.49350880067769,35.58611085891031],[-82.49422250854066,35.58535889650764],[-82.49462092054632,35.58490858591959],[-82.49474903193976,35.58470847822466],[-82.49483537483924,35.584508011373025],[-82.49483484779176,35.58450798356699],[-82.49484890514668,35.58446894765324],[-82.4948574531517,35.58444523359061],[-82.49488649219879,35.584364615082315],[-82.49489330236094,35.58434246877398],[-82.49496800078153,35.584096760802495],[-82.49497015261556,35.584097071182356],[-82.49497466861754,35.58407416040591],[-82.49498774370379,35.5840298262225],[-82.495020797731,35.583861834781466],[-82.49502641395954,35.58376646903159],[-82.49503079774698,35.58369211544533],[-82.49502575518355,35.583637363142984],[-82.49501824784906,35.583555934662655],[-82.49499622638653,35.583421229180495],[-82.4949706451625,35.58331006557856],[-82.49494844875322,35.583226181704966],[-82.49490294899526,35.5830611949577],[-82.49484513884858,35.58286232666194],[-82.49484400538635,35.58286327565232],[-82.49483950054166,35.582842944020825],[-82.4948007623571,35.58270874806936],[-82.49476979434158,35.58259947198007],[-82.49472591182113,35.582452465706645],[-82.49470656499838,35.58233343361454],[-82.49469952139883,35.582279827060034],[-82.49469659892932,35.5822575741685],[-82.49469256561956,35.582160767791265],[-82.49469710093794,35.582078133688036],[-82.49470462879361,35.582023850198745],[-82.49471182363958,35.581980544278736],[-82.49473040741084,35.58191315622096],[-82.49474259304795,35.58188356709703],[-82.49478548703378,35.581790550934194],[-82.49478629329111,35.581788924066174],[-82.49478662822311,35.58178815555005],[-82.49478735521056,35.581788349398664],[-82.49668804605828,35.579558484248075],[-82.49795327075306,35.57844927672208],[-82.49920932972071,35.57643824601837],[-82.5001974660489,35.57582461514416],[-82.50247910521725,35.574759186084904],[-82.50347456198496,35.574315965523645],[-82.50475512097299,35.57425460723407],[-82.5064554504567,35.574831929126134],[-82.50565672237053,35.57700584746644],[-82.5047301094558,35.578341827358486],[-82.50515057504953,35.57853541027906],[-82.50503798221882,35.58016581477285],[-82.50453770710281,35.58130244353615],[-82.504525917329,35.58208830339239],[-82.50467605104477,35.58238321665149],[-82.506427645088,35.582650568597614],[-82.50698884277612,35.58027777746386],[-82.50785126464797,35.580103230231785],[-82.50853360785068,35.578942626759165],[-82.509476124441,35.57921371308531],[-82.50904669449766,35.5803232581091],[-82.50948298506977,35.580749491364216],[-82.51102400407099,35.58187517856043],[-82.51110579556548,35.58238480654296],[-82.51096520444219,35.58258391900099],[-82.50981536776918,35.58290975007776],[-82.5092796154273,35.58363226940409],[-82.50827878883898,35.58395378027731],[-82.50583949094784,35.584828826750986],[-82.50346365089918,35.58648217002425],[-82.50280015963047,35.58701330820524],[-82.5027531755705,35.587307234803035],[-82.50277914665439,35.58737210333804],[-82.4998453531976,35.58919375471997],[-82.49984241466119,35.5891966635698],[-82.49982407972416,35.58916274810746],[-82.49882777169461,35.58971223217935],[-82.49790995261742,35.5898849703123],[-82.49706895179584,35.58976291905405],[-82.49621534917956,35.58934865374931]]]]}"""
coa_asheville_neighborhoods.224,Biltmore Park,NBHD27,,,,,"""{'type':'MultiPolygon','coordinates':[[[[-82.53313915295315,35.49636061184592],[-82.53298767427874,35.49617150022019],[-82.53253277849117,35.49560878837269],[-82.53568006556175,35.494205102507514],[-82.53644073072034,35.49370292921447],[-82.53766895372232,35.49225916891755],[-82.5376468514599,35.48905996201567],[-82.54179714002825,35.489130766793046],[-82.54217398256586,35.48611189762699],[-82.54390016824225,35.484429501721614],[-82.54528443810094,35.48387704613296],[-82.54539188211082,35.483649911208474],[-82.54706777570621,35.48350488430021],[-82.54790920220965,35.48306427836147],[-82.54801244664341,35.48274126772898],[-82.54821478410803,35.48289533845439],[-82.54989618745562,35.4819821426264],[-82.55015158274054,35.48245464910982],[-82.55081021480028,35.48230735942915],[-82.55208986065585,35.48294182796271],[-82.55249736782369,35.48331386560938],[-82.5526481739141,35.4840774180939],[-82.55410794866911,35.485250564426764],[-82.55482785714136,35.48631641621104],[-82.55489082472575,35.48660124207191],[-82.55486158946918,35.48713049239402],[-82.55487730820799,35.48743498831984],[-82.5549992696382,35.487671261639136],[-82.55517030010935,35.487843851328186],[-82.5554031826827,35.487996371202414],[-82.5557228673728,35.48813284370789],[-82.55628244758722,35.48831888763102],[-82.55674357420588,35.48856025239263],[-82.5565662552247,35.488825960230066],[-82.55680553115528,35.48905312239959],[-82.55681177819137,35.48910178212797],[-82.55679577325051,35.48913767710786],[-82.55676302821898,35.48916952364633],[-82.5570104495233,35.48931445474948],[-82.55704846494879,35.48930419024022],[-82.55709911713765,35.48931020845656],[-82.55719737598949,35.489402951407826],[-82.55755673435283,35.48974211892901],[-82.55789966471875,35.49004236066141],[-82.55801249182541,35.49012470959246],[-82.55818956214898,35.49022633819417],[-82.55854014801217,35.49026624487812],[-82.55871569819026,35.4903415699179],[-82.55895540629155,35.49050568214509],[-82.55928251396314,35.490809434304374],[-82.55976708638822,35.49129657728823],[-82.56012834090482,35.49171883373574],[-82.56022935568255,35.49189739461271],[-82.56028467914992,35.49206691471083],[-82.56029179990625,35.49223680393788],[-82.56026954166958,35.49247176269767],[-82.56029570066487,35.49269048028561],[-82.56052110284077,35.493033112028385],[-82.56064610939258,35.493339412010066],[-82.56065163400935,35.49365686474919],[-82.56056489345173,35.49391583902043],[-82.56033188730822,35.4942643618859],[-82.56013545492212,35.49467871049498],[-82.55999302086926,35.49497335510545],[-82.55975758071396,35.49526292420621],[-82.55969116769572,35.49566407817376],[-82.55976373849428,35.49619280547714],[-82.5596406673013,35.49636692930398],[-82.55911633495307,35.496519703341754],[-82.5588886011312,35.49663462206419],[-82.55869217405044,35.496828594929],[-82.55856497320238,35.49698887744652],[-82.55842688390797,35.49717279081073],[-82.55812425279656,35.49741178952323],[-82.55778895568429,35.497647005593386],[-82.5573167792596,35.49805832179748],[-82.55652673489944,35.49755151333622],[-82.55644804231112,35.49744277450606],[-82.55622325883992,35.49761157058898],[-82.55441348230411,35.496383031304966],[-82.5550383585592,35.49543642563974],[-82.55513932865287,35.4949274984066],[-82.55514253993843,35.494509212130424],[-82.55485426931958,35.49431738996543],[-82.5544687660044,35.49419658931345],[-82.55434250481751,35.49401024370313],[-82.55440223202427,35.49290422602781],[-82.55399800033449,35.49256150963383],[-82.55340208911038,35.49257552688153],[-82.55287466601021,35.4922142772703],[-82.55283940302873,35.49140842310355],[-82.55059606504099,35.49144316383001],[-82.55026154618311,35.49105013979256],[-82.54910568269386,35.491636863077176],[-82.5479886993353,35.491701191400026],[-82.5469983814568,35.4917625367359],[-82.54584987592546,35.493236070300746],[-82.54433424546394,35.49257643910956],[-82.54432866217276,35.49244860330014],[-82.54277957458511,35.49191791522513],[-82.54209433187117,35.49324988446753],[-82.53941619622744,35.492848133243406],[-82.5391551980779,35.49314373283517],[-82.53877837937347,35.493474727428584],[-82.5384712786356,35.49450762950714],[-82.53926398721129,35.494740477681006],[-82.53852557894673,35.496649946073504],[-82.53868747244451,35.49677320888512],[-82.53863022534439,35.497254854837415],[-82.53784977979136,35.497744773361624],[-82.53722457361067,35.497964484701455],[-82.5369965705084,35.49816839094718],[-82.53670466504579,35.49832190893432],[-82.53658220407134,35.49846541871478],[-82.53656747297113,35.49850226150771],[-82.53627240693709,35.4986841507048],[-82.53573402836945,35.49898236953636],[-82.53486715966645,35.499076887317365],[-82.53440138573299,35.49920218694026],[-82.53346064139853,35.498899888390646],[-82.53322079300823,35.498823979458734],[-82.53323698506776,35.49749962368871],[-82.53324246861419,35.49705090460616],[-82.53324589975752,35.49676979275929],[-82.5331317832834,35.496814683980695],[-82.53313915295315,35.49636061184592]]]]}"""
coa_asheville_neighborhoods.1066,Birch Forest,NBHD70,,,2012-01-09T16:24:00,ASHEVILLE\stephanieosbourn                                                                          ,"""{'type':'MultiPolygon','coordinates':[[[[-82.52732922143323,35.503429989312366],[-82.52724866927853,35.50340465840751],[-82.52718797515344,35.50338557213037],[-82.52712031571677,35.503364295466646],[-82.5271415058096,35.50332109681403],[-82.52716968464631,35.503263650652194],[-82.52721711257544,35.50316696251353],[-82.52726795844451,35.50306330621108],[-82.52730480281497,35.50298819363905],[-82.52734118472691,35.50291402377041],[-82.52739026594918,35.502813964215825],[-82.52744386842203,35.50270468708919],[-82.52748761381395,35.50261550492694],[-82.52753896918516,35.50251080830439],[-82.52766929167286,35.50252158396899],[-82.5277935527224,35.502531867067006],[-82.52791585212285,35.502541988146646],[-82.52806515271307,35.50255434250136],[-82.52814492702217,35.50256094360231],[-82.52825391512678,35.50256996198671],[-82.52828069715285,35.50257377716903],[-82.5273500666674,35.50343738200563],[-82.52732922143323,35.503429989312366]]]]}"""
coa_asheville_neighborhoods.670,Blake Mountain,NBHD18,,,2012-01-11T15:57:00,ASHEVILLE\stephanieosbourn                                                                          ,"""{'type':'MultiPolygon','coordinates':[[[[-82.52553166802663,35.49479098030276],[-82.52553829937192,35.49479058318623],[-82.52694837608053,35.49481092972069],[-82.52706483411721,35.495279472735916],[-82.52717185082815,35.495641756089995],[-82.52720701792275,35.495963485999965],[-82.52738366097488,35.496129157400595],[-82.52769163009627,35.4959858930268],[-82.52786626453717,35.49590465492936],[-82.52793198090562,35.49585963772966],[-82.52799941666132,35.495967906050126],[-82.52811656649294,35.496115090782055],[-82.52830194020608,35.4962783352657],[-82.52849812123713,35.49642984695601],[-82.52874707361572,35.49655535506123],[-82.52891365779799,35.496607813634725],[-82.52888075910657,35.49667548728021],[-82.52867200758975,35.497042500623195],[-82.52881733758859,35.49712864181709],[-82.52933853763574,35.49715999415125],[-82.52918958519511,35.497391005130524],[-82.5290202495738,35.497709947016865],[-82.52894837570804,35.49787194536038],[-82.52886484817758,35.49808979527922],[-82.5288260341016,35.498204491141244],[-82.52880171283113,35.49826195217854],[-82.52878071352282,35.498314745410084],[-82.52874837531849,35.49840267365991],[-82.52869729269351,35.498564722028306],[-82.52850801309407,35.499172797776296],[-82.5282986274933,35.49916169802254],[-82.52820360221821,35.49915189141833],[-82.52786522558993,35.49913540872166],[-82.52762649136169,35.49910154789264],[-82.52707550293556,35.49904266601174],[-82.52708710438918,35.499150291804575],[-82.52673505381618,35.49915411666993],[-82.52639395470202,35.499167569654496],[-82.5264587986948,35.49846689233955],[-82.52530438934335,35.49837737907591],[-82.52553166802663,35.49479098030276]]]]}"""
